record_type,plan_code,plan_name,source_page,age,age_band,sex,tobacco,base_rate,wp_rate,rate_basis,unit_basis,coverage_fixed,face_min,face_max,policy_fee_annual,volume_adjustment_annual,cv20_per_1000,note,quote_face_amount_input,quote_units_input,include_wp_flag,sold_as_policy_flag,units_derived,annual_premium_base,annual_premium_total,quarterly_total,mbd_base,mbd_total,monthly_direct_total
rate,EX,Executive Life,24,26,,Male,NTU,10.54,0.26,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,26,,Male,TU,13.28,0.29,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,27,,Female,NTU,10.04,0.41,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,27,,Female,TU,12.54,0.45,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,27,,Male,NTU,11.06,0.27,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,27,,Male,TU,13.94,0.32,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,28,,Female,NTU,10.54,0.42,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,28,,Female,TU,13.18,0.47,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,28,,Male,NTU,11.63,0.28,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,28,,Male,TU,14.62,0.34,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,29,,Female,NTU,11.08,0.44,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,29,,Female,TU,13.84,0.49,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,29,,Male,NTU,12.24,0.30,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,29,,Male,TU,15.36,0.35,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,30,,Female,NTU,11.64,0.46,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,30,,Female,TU,14.54,0.51,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,30,,Male,NTU,12.88,0.32,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,30,,Male,TU,16.16,0.39,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,31,,Female,NTU,12.20,0.48,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,31,,Female,TU,15.31,0.56,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,31,,Male,NTU,13.57,0.35,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,31,,Male,TU,17.00,0.41,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,32,,Female,NTU,12.78,0.50,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,32,,Female,TU,16.14,0.60,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,32,,Male,NTU,14.30,0.37,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,32,,Male,TU,17.89,0.43,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,33,,Female,NTU,13.39,0.53,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,33,,Female,TU,16.99,0.64,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,33,,Male,NTU,15.11,0.40,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,33,,Male,TU,18.89,0.46,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,34,,Female,NTU,14.00,0.57,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,34,,Female,TU,17.90,0.68,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,34,,Male,NTU,15.92,0.42,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,34,,Male,TU,19.89,0.48,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,35,,Female,NTU,14.62,0.61,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,35,,Female,TU,18.84,0.72,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,35,,Male,NTU,16.77,0.45,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,35,,Male,TU,20.98,0.51,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,36,,Female,NTU,15.25,0.65,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,36,,Female,TU,19.79,0.79,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,36,,Male,NTU,17.62,0.47,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,36,,Male,TU,22.22,0.57,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,37,,Female,NTU,15.88,0.69,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,37,,Female,TU,20.79,0.84,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,37,,Male,NTU,18.51,0.50,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,37,,Male,TU,23.46,0.61,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,38,,Female,NTU,16.53,0.74,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,38,,Female,TU,21.84,0.90,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,38,,Male,NTU,19.46,0.54,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,38,,Male,TU,24.84,0.68,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,39,,Female,NTU,17.19,0.78,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,39,,Female,TU,22.95,0.97,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,39,,Male,NTU,20.45,0.60,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,39,,Male,TU,26.25,0.72,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,40,,Female,NTU,17.85,0.84,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,40,,Female,TU,24.11,1.05,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,40,,Male,NTU,21.51,0.65,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,40,,Male,TU,27.75,0.80,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,41,,Female,NTU,18.51,0.89,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,41,,Female,TU,25.35,1.16,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,41,,Male,NTU,22.61,0.70,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,41,,Male,TU,29.38,0.88,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,42,,Female,NTU,19.17,0.96,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,42,,Female,TU,26.63,1.26,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,42,,Male,NTU,23.77,0.76,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,42,,Male,TU,31.08,0.96,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,43,,Female,NTU,19.88,1.02,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,43,,Female,TU,27.97,1.38,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,43,,Male,NTU,24.98,0.82,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,43,,Male,TU,32.88,1.04,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,44,,Female,NTU,20.72,1.10,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,44,,Female,TU,29.41,1.49,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,44,,Male,NTU,26.27,0.91,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,44,,Male,TU,34.80,1.17,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,45,,Female,NTU,21.72,1.22,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,45,,Female,TU,30.86,1.66,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,45,,Male,NTU,27.69,1.00,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,24,45,,Male,TU,36.74,1.28,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,46,,Female,NTU,22.94,1.33,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,46,,Female,TU,32.35,1.81,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,46,,Male,NTU,29.17,1.09,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,46,,Male,TU,38.77,1.42,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,47,,Female,NTU,24.33,1.48,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,47,,Female,TU,33.89,1.98,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,47,,Male,NTU,30.79,1.23,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,47,,Male,TU,40.85,1.56,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,48,,Female,NTU,25.87,1.67,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,48,,Female,TU,35.54,2.21,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,48,,Male,NTU,32.46,1.35,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,48,,Male,TU,43.08,1.75,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,49,,Female,NTU,27.51,1.85,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,49,,Female,TU,37.23,2.44,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,49,,Male,NTU,34.24,1.50,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,49,,Male,TU,45.47,1.96,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,50,,Female,NTU,29.26,2.10,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,50,,Female,TU,39.05,2.73,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,50,,Male,NTU,36.14,1.70,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,50,,Male,TU,48.00,2.21,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,51,,Female,NTU,31.11,2.35,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,51,,Female,TU,40.95,3.06,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,51,,Male,NTU,38.17,1.91,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,51,,Male,TU,50.67,2.47,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,52,,Female,NTU,33.05,2.68,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,52,,Female,TU,42.97,3.42,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,52,,Male,NTU,40.31,2.15,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,52,,Male,TU,53.49,2.80,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,53,,Female,NTU,35.07,3.03,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,53,,Female,TU,45.10,3.82,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,53,,Male,NTU,42.57,2.43,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,53,,Male,TU,56.43,3.17,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,54,,Female,NTU,37.14,3.45,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,54,,Female,TU,47.32,4.33,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,54,,Male,NTU,45.00,2.74,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,54,,Male,TU,59.49,3.59,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,55,,Female,NTU,39.27,3.90,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,55,,Female,TU,49.62,4.87,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,55,,Male,NTU,47.47,3.10,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,55,,Male,TU,62.70,4.06,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,56,,Female,NTU,41.43,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,56,,Female,TU,52.07,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,56,,Male,NTU,50.01,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,56,,Male,TU,66.00,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,57,,Female,NTU,43.64,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,57,,Female,TU,54.63,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,57,,Male,NTU,52.72,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,57,,Male,TU,69.43,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,58,,Female,NTU,45.91,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,58,,Female,TU,57.34,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,58,,Male,NTU,55.58,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,58,,Male,TU,72.99,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,59,,Female,NTU,48.23,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,59,,Female,TU,60.21,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,EX,Executive Life,25,59,,Male,NTU,58.63,,annual_per_1000,per_$1000,,60000.00,119999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
